STDR_YM,CTPRVN_NM,SIGNGU_NM,ADSTRD_NM,INDUTY_LCLAS_CODE,INDUTY_MLSFC_CODE,INDUTY_LCLAS_NM,INDUTY_MLSFC_NM,PRCSS_ENTRPRS_SE_CODE,PRCSS_ENTRPRS_SE,PDSMLPZ_SCTN_CODE,PDSMLPZ_SCTN,TOT_ENTRPRS_CO,EMPLY_CO,EMPLY_AVRG_CO,ECNY_CO,ECNY_AVRG_CO,RETIRE_CO,RETIRE_AVRG_CO,WAGE_AVRG_AM,REGIST_DE,OPERTOR_NM
2018-01,서울,은평구,녹번동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,10,10년 이상 20년 미만,1,90,90.0,1,1.0,1,1.0,36840948.0,2020-10-20,KEDSYS
2018-01,서울,종로구,이화동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,4,4.0,0,0.0,0,0.0,19271333.0,2020-10-20,KEDSYS
2018-01,서울,종로구,종로1.2.3.4가동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,31,31.0,1,1.0,3,3.0,29725419.0,2020-10-20,KEDSYS
2018-01,서울,동대문구,휘경2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,2,2년 이상 5년 미만,1,18,18.0,0,0.0,0,0.0,31820296.0,2020-10-20,KEDSYS
2018-01,서울,영등포구,여의동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,26,26.0,0,0.0,0,0.0,37268308.0,2020-10-20,KEDSYS
2018-01,서울,영등포구,양평1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,8,8.0,8,8.0,1,1.0,39669000.0,2020-10-20,KEDSYS
2018-01,서울,영등포구,영등포동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,2,359,179.5,21,10.5,18,9.0,23731102.5,2020-10-20,KEDSYS
2018-01,서울,중구,명동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,5,5년 이상 10년 미만,1,31,31.0,1,1.0,2,2.0,23411355.0,2020-10-20,KEDSYS
2018-01,서울,중구,명동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,30,30년 이상 40년 미만,1,22,22.0,0,0.0,1,1.0,34456727.0,2020-10-20,KEDSYS
2018-01,서울,중구,명동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,23,11.5,3,1.5,1,0.5,26284687.0,2020-10-20,KEDSYS
2018-01,서울,중구,명동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,3,3.0,0,0.0,0,0.0,28315556.0,2020-10-20,KEDSYS
2018-01,서울,중구,을지로동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,64,64.0,2,2.0,2,2.0,28806208.0,2020-10-20,KEDSYS
2018-01,서울,중구,을지로동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,7,7.0,0,0.0,0,0.0,22048762.0,2020-10-20,KEDSYS
2018-01,서울,중구,을지로동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,60,60년 이상 70년 미만,1,5,5.0,0,0.0,0,0.0,40905067.0,2020-10-20,KEDSYS
2018-01,서울,중구,광희동,Q,Q86,보건업 및 사회복지 서비스업,보건업,2,중견기업,5,5년 이상 10년 미만,1,1109,1109.0,14,14.0,28,28.0,41652088.0,2020-10-20,KEDSYS
2018-01,서울,강남구,대치4동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,2,2년 이상 5년 미만,1,108,108.0,3,3.0,4,4.0,24629333.0,2020-10-20,KEDSYS
2018-01,서울,강남구,개포4동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,1,1.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2018-01,서울,강남구,개포4동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,2,2년 이상 5년 미만,1,37,37.0,0,0.0,4,4.0,18938955.0,2020-10-20,KEDSYS
2018-01,서울,강남구,개포4동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,4,4.0,0,0.0,0,0.0,29438667.0,2020-10-20,KEDSYS
2018-01,서울,중구,소공동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,20,20년 이상 30년 미만,1,7,7.0,0,0.0,0,0.0,33964952.0,2020-10-20,KEDSYS
2018-01,서울,중구,소공동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,12,12.0,0,0.0,0,0.0,26660222.0,2020-10-20,KEDSYS
2018-01,서울,강남구,세곡동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,36,36.0,1,1.0,0,0.0,29812519.0,2020-10-20,KEDSYS
2018-01,서울,강남구,대치2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,3,3.0,0,0.0,0,0.0,18400000.0,2020-10-20,KEDSYS
2018-01,서울,중구,다산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,20,20년 이상 30년 미만,1,63,63.0,7,7.0,2,2.0,28896423.0,2020-10-20,KEDSYS
2018-01,서울,중구,다산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,26,13.0,1,0.5,4,2.0,37162256.0,2020-10-20,KEDSYS
2018-01,서울,중구,다산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,7,7.0,0,0.0,0,0.0,25006095.0,2020-10-20,KEDSYS
2018-01,서울,강남구,청담동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,8,8.0,0,0.0,1,1.0,24374333.0,2020-10-20,KEDSYS
2018-01,서울,중구,중림동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,13872000.0,2020-10-20,KEDSYS
2018-01,서울,중구,신당5동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,36,36.0,3,3.0,0,0.0,27805482.0,2020-10-20,KEDSYS
2018-01,서울,중구,필동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,2,2년 이상 5년 미만,1,17,17.0,0,0.0,2,2.0,17919216.0,2020-10-20,KEDSYS
2018-01,서울,중구,필동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,3,3.0,0,0.0,0,0.0,15831111.0,2020-10-20,KEDSYS
2018-01,서울,중구,필동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,21,21.0,0,0.0,0,0.0,31579810.0,2020-10-20,KEDSYS
2018-01,서울,중구,청구동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,10,10년 이상 20년 미만,1,15,15.0,0,0.0,0,0.0,34880533.0,2020-10-20,KEDSYS
2018-01,서울,중구,황학동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,3,3.0,0,0.0,0,0.0,17848000.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,도봉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,10,10.0,0,0.0,1,1.0,18393600.0,2020-10-20,KEDSYS
2018-01,서울,동작구,대방동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,10,10.0,0,0.0,0,0.0,19264533.0,2020-10-20,KEDSYS
2018-01,서울,구로구,오류제2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,0,0.0,0,0.0,32387429.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,26703111.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,6,6.0,0,0.0,1,1.0,18604000.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,30,30년 이상 40년 미만,1,30,30.0,1,1.0,0,0.0,28578667.0,2020-10-20,KEDSYS
2018-01,서울,구로구,오류제2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,4,4.0,0,0.0,0,0.0,31946667.0,2020-10-20,KEDSYS
2018-01,서울,구로구,개봉1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,10,10년 이상 20년 미만,1,8,8.0,0,0.0,0,0.0,28669333.0,2020-10-20,KEDSYS
2018-01,서울,구로구,개봉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,7,7.0,0,0.0,0,0.0,12376381.0,2020-10-20,KEDSYS
2018-01,서울,구로구,개봉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,22,22.0,1,1.0,1,1.0,13582667.0,2020-10-20,KEDSYS
2018-01,서울,구로구,오류1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,60,60.0,1,1.0,3,3.0,25478667.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,10,10년 이상 20년 미만,1,15,15.0,0,0.0,2,2.0,23734578.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,19,19.0,5,5.0,0,0.0,8153825.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,도봉2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,2,2년 이상 5년 미만,1,125,125.0,1,1.0,3,3.0,13092565.0,2020-10-20,KEDSYS
2018-01,서울,구로구,오류2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,5,5.0,0,0.0,0,0.0,27899200.0,2020-10-20,KEDSYS
2018-01,서울,금천구,독산1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,1,1년 이상 2년 미만,1,139,139.0,2,2.0,2,2.0,31472633.0,2020-10-20,KEDSYS
2018-01,서울,금천구,독산1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,20,20.0,0,0.0,1,1.0,18697067.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계6.7동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,39,39.0,2,2.0,0,0.0,26772650.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계6.7동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,4,4.0,0,0.0,0,0.0,17318000.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로3동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,3,3.0,0,0.0,0,0.0,27375111.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로3동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,15,15.0,1,1.0,1,1.0,33539022.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,19,19.0,0,0.0,0,0.0,24516772.0,2020-10-20,KEDSYS
2018-01,서울,노원구,상계5동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,9,9.0,0,0.0,0,0.0,10816889.0,2020-10-20,KEDSYS
2018-01,서울,노원구,중계2.3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,11,11.0,0,0.0,1,1.0,30578667.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,방학1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,7,7.0,0,0.0,0,0.0,16206857.0,2020-10-20,KEDSYS
2018-01,서울,동작구,흑석동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,7,7.0,0,0.0,0,0.0,12834286.0,2020-10-20,KEDSYS
2018-01,서울,노원구,월계1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,0,0.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2018-01,서울,광진구,능동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,40,40년 이상 50년 미만,1,25,25.0,0,0.0,0,0.0,27583787.0,2020-10-20,KEDSYS
2018-01,서울,금천구,가산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,3,3.0,0,0.0,0,0.0,26000000.0,2020-10-20,KEDSYS
2018-01,서울,금천구,독산3동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,5,5.0,0,0.0,1,1.0,17649067.0,2020-10-20,KEDSYS
2018-01,서울,금천구,독산3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,30,30년 이상 40년 미만,1,27,27.0,3,3.0,0,0.0,18369580.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,창2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,19,19.0,0,0.0,3,3.0,14585544.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,창2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,쌍문1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,50,50년 이상 60년 미만,1,8,8.0,0,0.0,1,1.0,26769667.0,2020-10-20,KEDSYS
2018-01,서울,구로구,고척1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,60,60년 이상 70년 미만,1,20,20.0,0,0.0,0,0.0,20622000.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로4동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,2,2년 이상 5년 미만,1,4,4.0,0,0.0,0,0.0,13979333.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로4동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,2,2년 이상 5년 미만,1,6,6.0,0,0.0,0,0.0,31393333.0,2020-10-20,KEDSYS
2018-01,서울,금천구,가산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,23,23.0,1,1.0,1,1.0,27199304.0,2020-10-20,KEDSYS
2018-01,서울,금천구,가산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,3,3.0,1,1.0,0,0.0,27568000.0,2020-10-20,KEDSYS
2018-01,서울,금천구,가산동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,20,20년 이상 30년 미만,1,38,38.0,1,1.0,1,1.0,30780281.0,2020-10-20,KEDSYS
2018-01,서울,노원구,공릉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,143,143.0,3,3.0,4,4.0,15811804.0,2020-10-20,KEDSYS
2018-01,서울,도봉구,창3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,17,17.0,1,1.0,0,0.0,22546510.0,2020-10-20,KEDSYS
2018-01,서울,동작구,사당1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,8,8.0,0,0.0,1,1.0,14145000.0,2020-10-20,KEDSYS
2018-01,서울,노원구,공릉1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,19,19.0,0,0.0,2,2.0,11595509.0,2020-10-20,KEDSYS
2018-01,서울,노원구,공릉2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,2,중견기업,10,10년 이상 20년 미만,1,1361,1361.0,21,21.0,29,29.0,45498453.0,2020-10-20,KEDSYS
2018-01,서울,노원구,하계1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,5,5.0,0,0.0,0,0.0,25950933.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로5동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,9,9.0,0,0.0,1,1.0,17237333.0,2020-10-20,KEDSYS
2018-01,서울,구로구,구로5동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,40319111.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,0,1년 미만,1,1,1.0,0,0.0,1,1.0,0.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,1,1년 이상 2년 미만,1,7,7.0,2,2.0,0,0.0,24970286.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,10,10년 이상 20년 미만,1,28,28.0,2,2.0,0,0.0,13312000.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,2,2.0,0,0.0,0,0.0,0.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,4,4.0,0,0.0,0,0.0,46322667.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,98,판단제외,10,10년 이상 20년 미만,1,63,63.0,0,0.0,0,0.0,47688000.0,2020-10-20,KEDSYS
2018-01,서울,관악구,은천동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,0,0.0,0,0.0,9642667.0,2020-10-20,KEDSYS
2018-01,서울,관악구,대학동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,6,6.0,0,0.0,0,0.0,18675111.0,2020-10-20,KEDSYS
2018-01,서울,관악구,대학동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,12,12.0,0,0.0,1,1.0,12497778.0,2020-10-20,KEDSYS
2018-01,서울,강서구,등촌3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,3,3.0,1,1.0,16846095.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡6동,Q,Q86,보건업 및 사회복지 서비스업,보건업,98,판단제외,50,50년 이상 60년 미만,1,92,92.0,5,5.0,3,3.0,47332696.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡6동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,4,4.0,0,0.0,1,1.0,34622000.0,2020-10-20,KEDSYS
2018-01,서울,강동구,상일동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,50,50년 이상 60년 미만,1,3,3.0,0,0.0,0,0.0,49552000.0,2020-10-20,KEDSYS
2018-01,서울,강동구,천호1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,9,9.0,2,2.0,1,1.0,16906667.0,2020-10-20,KEDSYS
2018-01,서울,강동구,천호1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,6,6.0,0,0.0,0,0.0,21127556.0,2020-10-20,KEDSYS
2018-01,서울,관악구,미성동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,6,6.0,0,0.0,0,0.0,25587111.0,2020-10-20,KEDSYS
2018-01,서울,관악구,청룡동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,13,13.0,2,2.0,0,0.0,8929641.0,2020-10-20,KEDSYS
2018-01,서울,관악구,청룡동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,9,9.0,0,0.0,0,0.0,20320593.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,12,12.0,3,3.0,0,0.0,7522444.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,11,11.0,1,1.0,2,2.0,17551273.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,1,7,7.0,0,0.0,1,1.0,29989333.0,2020-10-20,KEDSYS
2018-01,서울,관악구,서림동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,14,14.0,1,1.0,1,1.0,13371429.0,2020-10-20,KEDSYS
2018-01,서울,강동구,성내2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,47160000.0,2020-10-20,KEDSYS
2018-01,서울,강서구,공항동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,6,6.0,0,0.0,0,0.0,31797333.0,2020-10-20,KEDSYS
2018-01,서울,강동구,천호2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,5,5년 이상 10년 미만,1,6,6.0,0,0.0,0,0.0,15615556.0,2020-10-20,KEDSYS
2018-01,서울,강남구,압구정동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,5,5.0,0,0.0,0,0.0,17872533.0,2020-10-20,KEDSYS
2018-01,서울,강남구,압구정동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,20,20년 이상 30년 미만,1,3,3.0,0,0.0,0,0.0,38248000.0,2020-10-20,KEDSYS
2018-01,서울,강서구,등촌1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,3,중기업,5,5년 이상 10년 미만,1,17,17.0,2,2.0,2,2.0,26405804.0,2020-10-20,KEDSYS
2018-01,서울,강서구,등촌1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,20,20년 이상 30년 미만,1,315,315.0,18,18.0,11,11.0,25526527.0,2020-10-20,KEDSYS
2018-01,서울,강서구,등촌1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,41,41.0,3,3.0,5,5.0,11983545.0,2020-10-20,KEDSYS
2018-01,서울,강서구,화곡본동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,7,7.0,0,0.0,0,0.0,20318476.0,2020-10-20,KEDSYS
2018-01,서울,강동구,성내3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,10,10년 이상 20년 미만,2,11,5.5,0,0.0,0,0.0,27568476.5,2020-10-20,KEDSYS
2018-01,서울,강서구,가양1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,1,1년 이상 2년 미만,1,7,7.0,1,1.0,4,4.0,28523810.0,2020-10-20,KEDSYS
2018-01,서울,강서구,가양1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,4,4.0,0,0.0,0,0.0,19760000.0,2020-10-20,KEDSYS
2018-01,서울,강서구,발산1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,2,17,8.5,1,0.5,0,0.0,21860666.5,2020-10-20,KEDSYS
2018-01,서울,강서구,방화제2동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,40,40년 이상 50년 미만,1,17,17.0,1,1.0,1,1.0,12839216.0,2020-10-20,KEDSYS
2018-01,서울,강동구,암사1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,3,중기업,2,2년 이상 5년 미만,1,83,83.0,4,4.0,2,2.0,11793639.0,2020-10-20,KEDSYS
2018-01,서울,강서구,염창동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,2,28,14.0,1,0.5,1,0.5,28680960.0,2020-10-20,KEDSYS
2018-01,서울,관악구,신원동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,25,25.0,0,0.0,0,0.0,10667520.0,2020-10-20,KEDSYS
2018-01,서울,강동구,길동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,10,10년 이상 20년 미만,1,19,19.0,0,0.0,0,0.0,26114667.0,2020-10-20,KEDSYS
2018-01,서울,강북구,번1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,2,2년 이상 5년 미만,1,3,3.0,0,0.0,0,0.0,11531556.0,2020-10-20,KEDSYS
2018-01,서울,강남구,역삼1동,Q,Q86,보건업 및 사회복지 서비스업,보건업,4,소기업,5,5년 이상 10년 미만,1,6,6.0,0,0.0,0,0.0,18076000.0,2020-10-20,KEDSYS
2018-01,서울,강남구,일원1동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,0,1년 미만,1,6,6.0,6,6.0,0,0.0,15600000.0,2020-10-20,KEDSYS
2018-01,서울,강동구,암사3동,Q,Q87,보건업 및 사회복지 서비스업,사회복지 서비스업,4,소기업,5,5년 이상 10년 미만,1,3,3.0,0,0.0,0,0.0,19887111.0,2020-10-20,KEDSYS
